,index,name,country_y,LON,LAT,geometry_y,bidding_zone_y,NUTS_NAME,NUTS_ID
0,0,BE0 0,BE,4284668.0,50537872,POINT (4284668 50537872),BE,Région wallonne,BE3
1,1,BE0 1,BE,55329895.0,505278215,POINT (55329895 505278215),BE,Région wallonne,BE3
2,2,BE0 10,BE,4169011929.0,5073128592,POINT (4169011929 5073128592),BE,Vlaams Gewest,BE2
3,3,BE0 11,BE,4276085.0,51310857,POINT (4276085 51310857),BE,Vlaams Gewest,BE2
4,4,BE0 12,BE,4500275.0,50523032,POINT (4500275 50523032),BE,Région wallonne,BE3
5,5,BE0 13,BE,4530487.0,51106109,POINT (4530487 51106109),BE,Vlaams Gewest,BE2
6,6,BE0 14,BE,3765564.0,5112766,POINT (3765564 5112766),BE,Vlaams Gewest,BE2
7,7,BE0 15,BE,5567510768.0,5092821158,POINT (5567510768 5092821158),BE,Vlaams Gewest,BE2
8,8,BE0 16,BE,5048218.0,5024457,POINT (5048218 5024457),BE,Région wallonne,BE3
9,9,BE0 17,BE,4211884.0,51012027,POINT (4211884 51012027),BE,Vlaams Gewest,BE2
10,10,BE0 18,BE,5085297.0,51079371,POINT (5085297 51079371),BE,Vlaams Gewest,BE2
11,11,BE0 19,BE,562912.0,50042148,POINT (562912 50042148),BE,Région wallonne,BE3
12,12,BE0 2,BE,335289.0,506746005,POINT (335289 506746005),BE,Région wallonne,BE3
13,13,BE0 20,BE,5217133.0,50461001,POINT (5217133 50461001),BE,Région wallonne,BE3
14,14,BE0 21,BE,5718841333.0,5065376267,POINT (5718841333 5065376267),BE,Région wallonne,BE3
15,15,BE0 22,BE,4220123.0,50864911,POINT (4220123 50864911),BE,Vlaams Gewest,BE2
16,16,BE0 23,BE,5522003.0,50231395,POINT (5522003 50231395),BE,Région wallonne,BE3
17,17,BE0 24,BE,3573303.0,51016347,POINT (3573303 51016347),BE,Vlaams Gewest,BE2
18,18,BE0 25,BE,4603271.0,51209464,POINT (4603271 51209464),BE,Vlaams Gewest,BE2
19,19,BE0 26,BE,5394287.0,50499853,POINT (5394287 50499853),BE,Région wallonne,BE3
20,20,BE0 3,BE,4177551.0,51162122,POINT (4177551 51162122),BE,Vlaams Gewest,BE2
21,21,BE0 4,BE,4927368.0,51134555,POINT (4927368 51134555),BE,Vlaams Gewest,BE2
22,22,BE0 5,BE,3551331.0,51193976,POINT (3551331 51193976),BE,Vlaams Gewest,BE2
23,23,BE0 6,BE,5807647667.0,5034269867,POINT (5807647667 5034269867),BE,Région wallonne,BE3
24,24,BE0 7,BE,3271866.0,51236125,POINT (3271866 51236125),BE,Vlaams Gewest,BE2
25,25,BE0 8,BE,4836731.0,50495958,POINT (4836731 50495958),BE,Région wallonne,BE3
26,26,BE0 9,BE,5700531.0,49701337,POINT (5700531 49701337),BE,Région wallonne,BE3
27,27,CZ0 0,CZ,1399887067.0,4955319867,POINT (1399887067 4955319867),CZ,Česko,CZ0
28,28,CZ0 1,CZ,16351776.0,49432413,POINT (16351776 49432413),CZ,Česko,CZ0
29,29,CZ0 10,CZ,183955765.0,4972748325,POINT (183955765 4972748325),CZ,Česko,CZ0
30,30,CZ0 11,CZ,1325412257.0,4971442844,POINT (1325412257 4971442844),CZ,Česko,CZ0
31,31,CZ0 12,CZ,1673812521.0,4986157236,POINT (1673812521 4986157236),CZ,Česko,CZ0
32,32,CZ0 13,CZ,1747902151.0,4938605795,POINT (1747902151 4938605795),CZ,Česko,CZ0
33,33,CZ0 14,CZ,14458008.0,50591084,POINT (14458008 50591084),CZ,Česko,CZ0
34,34,CZ0 15,CZ,15639038.0,49402037,POINT (15639038 49402037),CZ,Česko,CZ0
35,35,CZ0 16,CZ,16789169.0,489914585,POINT (16789169 489914585),CZ,Česko,CZ0
36,36,CZ0 17,CZ,138887785.0,50465225,POINT (138887785 50465225),CZ,Česko,CZ0
37,37,CZ0 18,CZ,1523428015.0,5054520206,POINT (1523428015 5054520206),CZ,Česko,CZ0
38,38,CZ0 19,CZ,1470245947.0,4931884904,POINT (1470245947 4931884904),CZ,Česko,CZ0
39,39,CZ0 2,CZ,177223205.0,49839234,POINT (177223205 49839234),CZ,Česko,CZ0
40,40,CZ0 3,CZ,1348421442.0,5017046401,POINT (1348421442 5017046401),CZ,Česko,CZ0
41,41,CZ0 4,CZ,14835663.0,50083582,POINT (14835663 50083582),CZ,Česko,CZ0
42,42,CZ0 5,CZ,1559600833.0,5017147867,POINT (1559600833 5017147867),CZ,Česko,CZ0
43,43,CZ0 6,CZ,12794952.0,50159305,POINT (12794952 50159305),CZ,Česko,CZ0
44,44,CZ0 7,CZ,143028255.0,490948575,POINT (143028255 490948575),CZ,Česko,CZ0
45,45,CZ0 8,CZ,14372177.0,500072875,POINT (14372177 500072875),CZ,Česko,CZ0
46,46,CZ0 9,CZ,16162262.0,48995537,POINT (16162262 48995537),CZ,Česko,CZ0
47,47,DE0 0,DE,99570465.0,49767698,POINT (99570465 49767698),DE,Bayern,DE2
48,48,DE0 1,DE,7023010333.0,5158043333,POINT (7023010333 5158043333),DE,Nordrhein-Westfalen,DEA
49,49,DE0 10,DE,10469055.0,52192138,POINT (10469055 52192138),DE,Niedersachsen,DE9
50,50,DE0 100,DE,1351559314.0,5251871882,POINT (1351559314 5251871882),DE,Berlin,DE3
51,51,DE0 101,DE,121289065.0,53129313,POINT (121289065 53129313),DE,Brandenburg,DE4
52,52,DE0 102,DE,9019762452.0,5007652789,POINT (9019762452 5007652789),DE,Bayern,DE2
53,53,DE0 103,DE,8525848333.0,4920769233,POINT (8525848333 4920769233),DE,Baden-Württemberg,DE1
54,54,DE0 104,DE,11260986.0,48348948,POINT (11260986 48348948),DE,Bayern,DE2
55,55,DE0 105,DE,13035278.0,4867736,POINT (13035278 4867736),DE,Bayern,DE2
56,56,DE0 106,DE,6892689055.0,4936880068,POINT (6892689055 4936880068),DE,Saarland,DEC
57,57,DE0 107,DE,7546629394.0,5103749733,POINT (7546629394 5103749733),DE,Nordrhein-Westfalen,DEA
58,58,DE0 108,DE,7675323.0,51975576,POINT (7675323 51975576),DE,Nordrhein-Westfalen,DEA
59,59,DE0 109,DE,129906465.0,51839165,POINT (129906465 51839165),DE,Sachsen-Anhalt,DEE
60,60,DE0 11,DE,10347748.0,47742094,POINT (10347748 47742094),DE,Bayern,DE2
61,61,DE0 110,DE,12049255.0,49688955,POINT (12049255 49688955),DE,Bayern,DE2
62,62,DE0 111,DE,13599701.0,54113358,POINT (13599701 54113358),DE,Mecklenburg-Vorpommern,DE8
63,63,DE0 112,DE,79499815.0,48571558,POINT (79499815 48571558),DE,Baden-Württemberg,DE1
64,64,DE0 113,DE,8328323.0,524053095,POINT (8328323 524053095),DE,Niedersachsen,DE9
65,65,DE0 114,DE,1480957.0,51146617,POINT (1480957 51146617),DE,Sachsen,DED
66,66,DE0 115,DE,66638945.0,51590705,POINT (66638945 51590705),DE,Nordrhein-Westfalen,DEA
67,67,DE0 116,DE,9575485186.0,5124583803,POINT (9575485186 5124583803),DE,Hessen,DE7
68,68,DE0 117,DE,9672089.0,50543981,POINT (9672089 50543981),DE,Hessen,DE7
69,69,DE0 118,DE,10239258.0,52266052,POINT (10239258 52266052),DE,Niedersachsen,DE9
70,70,DE0 119,DE,8442095526.0,5319180001,POINT (8442095526 5319180001),DE,Niedersachsen,DE9
71,71,DE0 12,DE,7870325996.0,5171282843,POINT (7870325996 5171282843),DE,Nordrhein-Westfalen,DEA
72,72,DE0 120,DE,8825455.0,49956957,POINT (8825455 49956957),DE,Hessen,DE7
73,73,DE0 121,DE,8814697333.0,5137320467,POINT (8814697333 5137320467),DE,Hessen,DE7
74,74,DE0 122,DE,8243866.0,48763431,POINT (8243866 48763431),DE,Baden-Württemberg,DE1
75,75,DE0 123,DE,101877595.0,48558846,POINT (101877595 48558846),DE,Baden-Württemberg,DE1
76,76,DE0 124,DE,1102066.0,48441956,POINT (1102066 48441956),DE,Bayern,DE2
77,77,DE0 125,DE,7097168.0,50632042,POINT (7097168 50632042),DE,Nordrhein-Westfalen,DEA
78,78,DE0 126,DE,72166445.0,494109715,POINT (72166445 494109715),DE,Saarland,DEC
79,79,DE0 127,DE,7583313.0,513499145,POINT (7583313 513499145),DE,Nordrhein-Westfalen,DEA
80,80,DE0 128,DE,11637268.0,5227404,POINT (11637268 5227404),DE,Sachsen-Anhalt,DEE
81,81,DE0 129,DE,8747864.0,48516604,POINT (8747864 48516604),DE,Baden-Württemberg,DE1
82,82,DE0 13,DE,12964554.0,509051665,POINT (12964554 509051665),DE,Sachsen,DED
83,83,DE0 130,DE,7130127.0,51207744,POINT (7130127 51207744),DE,Nordrhein-Westfalen,DEA
84,84,DE0 131,DE,9001923.0,53468431,POINT (9001923 53468431),DE,Niedersachsen,DE9
85,85,DE0 132,DE,638957975.0,5118092065,POINT (638957975 5118092065),DE,Nordrhein-Westfalen,DEA
86,86,DE0 133,DE,6568451.0,50403266,POINT (6568451 50403266),DE,Nordrhein-Westfalen,DEA
87,87,DE0 134,DE,8554924439.0,4939270193,POINT (8554924439 4939270193),DE,Baden-Württemberg,DE1
88,88,DE0 135,DE,1005043.0,499171765,POINT (1005043 499171765),DE,Bayern,DE2
89,89,DE0 136,DE,8925018.0,48806863,POINT (8925018 48806863),DE,Baden-Württemberg,DE1
90,90,DE0 137,DE,12659683.0,510905785,POINT (12659683 510905785),DE,Sachsen,DED
91,91,DE0 138,DE,7193527333.0,51450672,POINT (7193527333 51450672),DE,Nordrhein-Westfalen,DEA
92,92,DE0 139,DE,9235839667.0,4850959433,POINT (9235839667 4850959433),DE,Baden-Württemberg,DE1
93,93,DE0 14,DE,6762543.0,51127935,POINT (6762543 51127935),DE,Nordrhein-Westfalen,DEA
94,94,DE0 140,DE,8853607.0,52491028,POINT (8853607 52491028),DE,Niedersachsen,DE9
95,95,DE0 141,DE,144195555.0,51663848,POINT (144195555 51663848),DE,Brandenburg,DE4
96,96,DE0 142,DE,10452118.0,48460173,POINT (10452118 48460173),DE,Bayern,DE2
97,97,DE0 143,DE,8691559.0,51707459,POINT (8691559 51707459),DE,Nordrhein-Westfalen,DEA
98,98,DE0 144,DE,9621734667.0,5357495333,POINT (9621734667 5357495333),DE,Niedersachsen,DE9
99,99,DE0 145,DE,9350739.0,49028864,POINT (9350739 49028864),DE,Baden-Württemberg,DE1
100,100,DE0 146,DE,9325223861.0,4876375242,POINT (9325223861 4876375242),DE,Baden-Württemberg,DE1
101,101,DE0 147,DE,10829773.0,4862837,POINT (10829773 4862837),DE,Bayern,DE2
102,102,DE0 148,DE,8544617.0,50209428,POINT (8544617 50209428),DE,Hessen,DE7
103,103,DE0 149,DE,8000793.0,5355581,POINT (8000793 5355581),DE,Niedersachsen,DE9
104,104,DE0 15,DE,13099823.0,5408076,POINT (13099823 5408076),DE,Mecklenburg-Vorpommern,DE8
105,105,DE0 150,DE,712738.0,52213497,POINT (712738 52213497),DE,Nordrhein-Westfalen,DEA
106,106,DE0 151,DE,1366441134.0,5257637646,POINT (1366441134 5257637646),DE,Brandenburg,DE4
107,107,DE0 152,DE,1103678561.0,4999407122,POINT (1103678561 4999407122),DE,Bayern,DE2
108,108,DE0 153,DE,6871630329.0,514928608,POINT (6871630329 514928608),DE,Nordrhein-Westfalen,DEA
109,109,DE0 154,DE,1145462.0,51606077,POINT (1145462 51606077),DE,Sachsen-Anhalt,DEE
110,110,DE0 155,DE,11597443.0,50895238,POINT (11597443 50895238),DE,Thüringen,DEG
111,111,DE0 156,DE,83166505.0,510447075,POINT (83166505 510447075),DE,Nordrhein-Westfalen,DEA
112,112,DE0 157,DE,10449371.0,53350466,POINT (10449371 53350466),DE,Niedersachsen,DE9
113,113,DE0 158,DE,85075375.0,499109345,POINT (85075375 499109345),DE,Hessen,DE7
114,114,DE0 159,DE,984375.0,48243882,POINT (984375 48243882),DE,Baden-Württemberg,DE1
115,115,DE0 16,DE,11022034.0,49629393,POINT (11022034 49629393),DE,Bayern,DE2
116,116,DE0 160,DE,12378845.0,536599835,POINT (12378845 536599835),DE,Mecklenburg-Vorpommern,DE8
117,117,DE0 161,DE,11215668.0,47528329,POINT (11215668 47528329),DE,Bayern,DE2
118,118,DE0 17,DE,7653493686.0,4942117317,POINT (7653493686 4942117317),DE,Rheinland-Pfalz,DEB
119,119,DE0 18,DE,727270868.0,5259950818,POINT (727270868 5259950818),DE,Niedersachsen,DE9
120,120,DE0 19,DE,9181473572.0,4887712079,POINT (9181473572 4887712079),DE,Baden-Württemberg,DE1
121,121,DE0 2,DE,1330719.0,52228641,POINT (1330719 52228641),DE,Brandenburg,DE4
122,122,DE0 20,DE,12858124.0,483626275,POINT (12858124 483626275),DE,Bayern,DE2
123,123,DE0 21,DE,10345001.0,51010299,POINT (10345001 51010299),DE,Thüringen,DEG
124,124,DE0 22,DE,7834644402.0,4759948732,POINT (7834644402 4759948732),DE,Baden-Württemberg,DE1
125,125,DE0 23,DE,11759491.0,52733797,POINT (11759491 52733797),DE,Sachsen-Anhalt,DEE
126,126,DE0 24,DE,87554165.0,50179935,POINT (87554165 50179935),DE,Hessen,DE7
127,127,DE0 25,DE,12123413.0,51518998,POINT (12123413 51518998),DE,Sachsen-Anhalt,DEE
128,128,DE0 26,DE,11182709.0,48078079,POINT (11182709 48078079),DE,Bayern,DE2
129,129,DE0 27,DE,1175502775.0,48388776,POINT (1175502775 48388776),DE,Bayern,DE2
130,130,DE0 28,DE,11178589.0,5021558,POINT (11178589 5021558),DE,Bayern,DE2
131,131,DE0 29,DE,143309785.0,512760075,POINT (143309785 512760075),DE,Sachsen,DED
132,132,DE0 3,DE,8981679047.0,5210925455,POINT (8981679047 5210925455),DE,Nordrhein-Westfalen,DEA
133,133,DE0 30,DE,8117274304.0,5035216392,POINT (8117274304 5035216392),DE,Hessen,DE7
134,134,DE0 31,DE,9080200333.0,5298322,POINT (9080200333 5298322),DE,Niedersachsen,DE9
135,135,DE0 32,DE,12031403.0,49350177,POINT (12031403 49350177),DE,Bayern,DE2
136,136,DE0 33,DE,9621277.0,5085971,POINT (9621277 5085971),DE,Hessen,DE7
137,137,DE0 34,DE,9758606.0,54306108,POINT (9758606 54306108),DE,Schleswig-Holstein,DEF
138,138,DE0 35,DE,6527939.0,4990430575,POINT (6527939 4990430575),DE,Rheinland-Pfalz,DEB
139,139,DE0 36,DE,8326263.0,49009952,POINT (8326263 49009952),DE,Baden-Württemberg,DE1
140,140,DE0 37,DE,10095062.0,48793295,POINT (10095062 48793295),DE,Baden-Württemberg,DE1
141,141,DE0 38,DE,1330453119.0,5256520779,POINT (1330453119 5256520779),DE,Berlin,DE3
142,142,DE0 39,DE,12271729.0,54068253,POINT (12271729 54068253),DE,Mecklenburg-Vorpommern,DE8
143,143,DE0 4,DE,8494072077.0,4795893701,POINT (8494072077 4795893701),DE,Baden-Württemberg,DE1
144,144,DE0 40,DE,11431961.0,4882268,POINT (11431961 4882268),DE,Bayern,DE2
145,145,DE0 41,DE,11722412.0,50582365,POINT (11722412 50582365),DE,Thüringen,DEG
146,146,DE0 42,DE,9191437.0,510879615,POINT (9191437 510879615),DE,Hessen,DE7
147,147,DE0 43,DE,73553465.0,51470671,POINT (73553465 51470671),DE,Nordrhein-Westfalen,DEA
148,148,DE0 44,DE,801387753.0,5091310695,POINT (801387753 5091310695),DE,Nordrhein-Westfalen,DEA
149,149,DE0 45,DE,10020905.0,52337856,POINT (10020905 52337856),DE,Niedersachsen,DE9
150,150,DE0 46,DE,6695022417.0,4937540226,POINT (6695022417 4937540226),DE,Saarland,DEC
151,151,DE0 47,DE,7033996667.0,5081689767,POINT (7033996667 5081689767),DE,Nordrhein-Westfalen,DEA
152,152,DE0 48,DE,1156024498.0,5358696921,POINT (1156024498 5358696921),DE,Mecklenburg-Vorpommern,DE8
153,153,DE0 49,DE,11635895.0,51994183,POINT (11635895 51994183),DE,Sachsen-Anhalt,DEE
154,154,DE0 5,DE,11840515.0,48869232,POINT (11840515 48869232),DE,Bayern,DE2
155,155,DE0 50,DE,9396057.0,48037692,POINT (9396057 48037692),DE,Baden-Württemberg,DE1
156,156,DE0 51,DE,1039444.0,53007347,POINT (1039444 53007347),DE,Niedersachsen,DE9
157,157,DE0 52,DE,8366680684.0,5003861271,POINT (8366680684 5003861271),DE,Hessen,DE7
158,158,DE0 53,DE,656982425.0,51359927,POINT (656982425 51359927),DE,Nordrhein-Westfalen,DEA
159,159,DE0 54,DE,6756918539.0,5088757137,POINT (6756918539 5088757137),DE,Nordrhein-Westfalen,DEA
160,160,DE0 55,DE,13808441.0,50952371,POINT (13808441 50952371),DE,Sachsen,DED
161,161,DE0 56,DE,7712402.0,48103763,POINT (7712402 48103763),DE,Baden-Württemberg,DE1
162,162,DE0 57,DE,10802307.0,49408293,POINT (10802307 49408293),DE,Bayern,DE2
163,163,DE0 58,DE,1406392838.0,5325859287,POINT (1406392838 5325859287),DE,Brandenburg,DE4
164,164,DE0 59,DE,86688995.0,52030081,POINT (86688995 52030081),DE,Nordrhein-Westfalen,DEA
165,165,DE0 6,DE,8476453623.0,4958282383,POINT (8476453623 4958282383),DE,Hessen,DE7
166,166,DE0 60,DE,7489499896.0,5032178314,POINT (7489499896 5032178314),DE,Rheinland-Pfalz,DEB
167,167,DE0 61,DE,11017914.0,51475396,POINT (11017914 51475396),DE,Sachsen-Anhalt,DEE
168,168,DE0 62,DE,107707215.0,481663275,POINT (107707215 481663275),DE,Bayern,DE2
169,169,DE0 63,DE,94338225.0,496937595,POINT (94338225 496937595),DE,Baden-Württemberg,DE1
170,170,DE0 64,DE,9404493143.0,5389182814,POINT (9404493143 5389182814),DE,Schleswig-Holstein,DEF
171,171,DE0 65,DE,14092026.0,54607454,POINT (14092026 54607454),DE,,
172,172,DE0 66,DE,64894865.0,50882648,POINT (64894865 50882648),DE,Nordrhein-Westfalen,DEA
173,173,DE0 67,DE,14440155.0,52114939,POINT (14440155 52114939),DE,Brandenburg,DE4
174,174,DE0 68,DE,8390808.0,53343173,POINT (8390808 53343173),DE,Niedersachsen,DE9
175,175,DE0 69,DE,109135435.0,522718885,POINT (109135435 522718885),DE,Niedersachsen,DE9
176,176,DE0 7,DE,11453247.0,50981776,POINT (11453247 50981776),DE,Thüringen,DEG
177,177,DE0 70,DE,1223259.0,48648788,POINT (1223259 48648788),DE,Bayern,DE2
